,post_id,title,category,score,num_comments,author,collected_at,engagement,is_popular
14,47613078,Inside Nepal's Fake Rescue Racket,others,306,131,lode,"Sunday, April 05, 2026 16:08:42",0.42671009771986973,True
15,47601858,Ask HN: Who wants to be hired? (April 2026),others,86,337,whoishiring,"Sunday, April 05, 2026 16:08:42",3.8735632183908044,False
16,47637010,The Last Quiet Thing,others,18,1,coinfused,"Sunday, April 05, 2026 16:08:42",0.05263157894736842,False
17,47637580,Emotion Concepts and Their Function in a Large Language Model,others,15,0,Anon84,"Sunday, April 05, 2026 16:08:42",0.0,False
18,47625244,Critics say EU risks ceding control of its tech laws under U.S. pressure,technology,239,138,nickslaughter02,"Sunday, April 05, 2026 16:08:42",0.575,True
19,47642569,How many products does Microsoft have named 'Copilot'?,others,650,311,gpi,"Sunday, April 05, 2026 16:08:42",0.47772657450076805,True
20,47630576,"How to make a sliding, self-locking, and predator-proof chicken coop door (2020)",others,134,64,uticus,"Sunday, April 05, 2026 16:08:42",0.4740740740740741,False
21,47605494,Jax's true calling: Ray-Marching renderers on WebGL,others,91,14,BenoitP,"Sunday, April 05, 2026 16:08:42",0.15217391304347827,False
22,47632503,"Iran strikes leave Amazon availability zones ""hard down"" in Bahrain and Dubai",technology,239,119,upofadown,"Sunday, April 05, 2026 16:08:42",0.49583333333333335,True
23,47599305,The Document Foundation ejects its core developers,others,116,170,hackernewsblues,"Sunday, April 05, 2026 16:08:42",1.452991452991453,False
24,47624691,HarfBuzz Slug Support with WebGL,others,28,5,mcraiha,"Sunday, April 05, 2026 16:08:42",0.1724137931034483,False
25,47639303,"Show HN: I made open source, zero power PCB hackathon badges",entertainment,108,10,kaipereira,"Sunday, April 05, 2026 16:08:42",0.09174311926605505,False
26,47601992,The smallest ELF executable (2021),others,37,2,michelangelo,"Sunday, April 05, 2026 16:08:42",0.05263157894736842,False
27,47645696,Towards end-to-end automation of AI research,technology,6,0,hardmaru,"Sunday, April 05, 2026 16:08:42",0.0,False
28,47642275,"Netflix must refund customers for years of price hikes, Italian court rules",entertainment,58,5,xbmcuser,"Sunday, April 05, 2026 16:08:42",0.0847457627118644,False
29,47601194,"The Cathedral, the Bazaar, and the Winchester Mystery House",others,181,63,dbreunig,"Sunday, April 05, 2026 16:08:42",0.34615384615384615,False
30,47593634,Ordinary Lab Gloves May Have Skewed Microplastic Data,technology,139,62,WaitWaitWha,"Sunday, April 05, 2026 16:08:42",0.44285714285714284,False
31,47616704,Modern SQLite: Features You Didn't Know It Had,others,238,63,thunderbong,"Sunday, April 05, 2026 16:08:42",0.26359832635983266,True
32,47618223,We replaced RAG with a virtual filesystem for our AI documentation assistant,technology,394,147,denssumesh,"Sunday, April 05, 2026 16:08:42",0.3721518987341772,True
33,47592755,OpenAI closes funding round at an $852B valuation,technology,527,493,surprisetalk,"Sunday, April 05, 2026 16:08:42",0.9337121212121212,True
34,47597908,Remembering Magnetic Memories and the Apollo AGC,others,22,4,2earth,"Sunday, April 05, 2026 16:08:42",0.17391304347826086,False
35,47626462,Big-Endian Testing with QEMU,others,113,127,jandeboevrie,"Sunday, April 05, 2026 16:08:42",1.1140350877192982,False
36,47633396,Tell HN: Anthropic no longer allowing Claude Code subscriptions to use OpenClaw,technology,1050,797,firloop,"Sunday, April 05, 2026 16:08:42",0.758325404376784,True
37,47592462,I traced my traffic through a home Tailscale exit node,technology,155,72,stonecharioteer,"Sunday, April 05, 2026 16:08:42",0.46153846153846156,False
38,47639199,No One at Waffle House Remembers FEMA Official Who Says He Teleported In,others,49,29,planewave,"Sunday, April 05, 2026 16:08:42",0.58,False
39,47598413,C89cc.sh – standalone C89/ELF64 compiler in pure portable shell,others,198,60,gaigalas,"Sunday, April 05, 2026 16:08:42",0.3015075376884422,True
40,47632504,"""Cognitive surrender"" leads AI users to abandon logical thinking, research finds",technology,96,39,Bender,"Sunday, April 05, 2026 16:08:42",0.4020618556701031,False
41,47631648,Automatic Textbook Formalization,entertainment,43,17,tzury,"Sunday, April 05, 2026 16:08:42",0.38636363636363635,False
42,47628326,F-15E jet shot down over Iran,worldnews,600,1357,tjwds,"Sunday, April 05, 2026 16:08:42",2.257903494176373,True
43,47633640,How to Write Unmaintainable Code (1999),technology,51,17,downbad_,"Sunday, April 05, 2026 16:08:42",0.3269230769230769,False
44,47619879,U.S. is burning through Tomahawk cruise missile stockpile,others,75,67,uticus,"Sunday, April 05, 2026 16:08:42",0.881578947368421,False
45,47614532,Ruckus: Racket for iOS,others,131,11,nsm,"Sunday, April 05, 2026 16:08:42",0.08333333333333333,False
46,47610245,Things I Think I Think... Preferring Local OSS LLMs,technology,53,9,zdw,"Sunday, April 05, 2026 16:08:42",0.16666666666666666,False
47,47593556,A dot a day keeps the clutter away,others,581,168,scottlawson,"Sunday, April 05, 2026 16:08:42",0.28865979381443296,True
48,47615844,Show HN: A P2P messenger with dual network modes (Fast and Tor),technology,39,22,Realman78,"Sunday, April 05, 2026 16:08:42",0.55,False
49,47629116,Go on Embedded Systems and WebAssembly,others,202,35,uticus,"Sunday, April 05, 2026 16:08:42",0.1724137931034483,True
50,47635033,Show HN: Travel Hacking Toolkit – Points search and trip planning with AI,technology,92,37,borski,"Sunday, April 05, 2026 16:08:42",0.3978494623655914,False
51,47615449,Artemis II will use laser beams to live-stream 4K moon footage at 260 Mbps,science,373,152,speckx,"Sunday, April 05, 2026 16:08:42",0.40641711229946526,True
52,47589856,Show HN: Postgres extension for BM25 relevance-ranked full-text search,entertainment,202,56,tjgreen,"Sunday, April 05, 2026 16:08:42",0.27586206896551724,True
53,47602832,EmDash – A spiritual successor to WordPress that solves plugin security,others,689,499,elithrar,"Sunday, April 05, 2026 16:08:42",0.7231884057971014,True
54,47645025,"Show HN: Contrapunk – Real-time counterpoint harmony from guitar input, in Rust",entertainment,72,30,waveywaves,"Sunday, April 05, 2026 16:08:42",0.410958904109589,False
55,47598835,Rubysyn: Clarifying Ruby's Syntax and Semantics,others,49,5,petalmind,"Sunday, April 05, 2026 16:08:42",0.1,False
56,47606244,Training mRNA Language Models Across 25 Species for $165,technology,138,32,maziyar,"Sunday, April 05, 2026 16:08:42",0.2302158273381295,False
57,47633676,"Extra usage credit for Pro, Max, and Team plans",sports,64,60,angst,"Sunday, April 05, 2026 16:08:42",0.9230769230769231,False
58,47644701,Legibility Is Ruining You,others,20,6,birdculture,"Sunday, April 05, 2026 16:08:42",0.2857142857142857,False
59,47616157,Software never had a soul,technology,18,16,firloop,"Sunday, April 05, 2026 16:08:42",0.8421052631578947,False
60,47641057,Astronomers Find a Third Galaxy Missing Its Dark Matter,others,28,7,gostsamo,"Sunday, April 05, 2026 16:08:42",0.2413793103448276,False
61,47631190,Chip-scale optical wireless system hits 362 Gbps at half the energy of Wi-Fi,others,10,0,prabal97,"Sunday, April 05, 2026 16:08:42",0.0,False
62,47647455,Talk like caveman,others,46,25,tosh,"Sunday, April 05, 2026 16:08:42",0.5319148936170213,False
63,47599510,"Random numbers, Persian code: A mysterious signal transfixes radio sleuths",technology,128,121,thinkingemote,"Sunday, April 05, 2026 16:08:42",0.937984496124031,False
64,47611921,Significant raise of reports,technology,313,155,stratos123,"Sunday, April 05, 2026 16:08:42",0.49363057324840764,True
65,47630795,"Hello, World",others,92,23,reconnecting,"Sunday, April 05, 2026 16:08:42",0.24731182795698925,False
66,47632312,The Hardest Document Extraction Problem in Insurance,others,35,5,sgondala_ycapp,"Sunday, April 05, 2026 16:08:42",0.1388888888888889,False
67,47644774,Write Your Own Copy,others,23,9,operatingthetan,"Sunday, April 05, 2026 16:08:42",0.375,False
68,47630893,Age verification on Systemd and Flatpak,others,142,127,londonanon,"Sunday, April 05, 2026 16:08:42",0.8881118881118881,False
69,47645976,AI that copied musical artist files copyright claim against artist [updated],technology,60,14,josephcsible,"Sunday, April 05, 2026 16:08:42",0.22950819672131148,False
70,47618120,Hugo's New CSS Powers,others,52,16,speckx,"Sunday, April 05, 2026 16:08:42",0.3018867924528302,False
71,47611993,VR Realizes the Cyberspace Metaphor,science,14,8,dryadin,"Sunday, April 05, 2026 16:08:42",0.5333333333333333,False
72,47611721,IBM Announces Strategic Collaboration with Arm,others,281,191,bonzini,"Sunday, April 05, 2026 16:08:42",0.6773049645390071,True
73,47612277,Almighty Lisp: Lisp and Emacs Essentials Book,entertainment,75,4,nemoniac,"Sunday, April 05, 2026 16:08:42",0.05263157894736842,False
74,47592614,Prefer do notation over Applicative operators when assembling records (2024),others,53,13,wazHFsRy,"Sunday, April 05, 2026 16:08:42",0.24074074074074073,False
75,47587089,"Zml-smi: universal monitoring tool for GPUs, TPUs and NPUs",technology,47,7,steeve,"Sunday, April 05, 2026 16:08:42",0.14583333333333334,False
76,47608604,Why LLM-Generated Passwords Are Dangerously Insecure,technology,19,24,zdw,"Sunday, April 05, 2026 16:08:42",1.2,False
77,47616242,Decisions that eroded trust in Azure – by a former Azure Core engineer,others,1247,632,axelriet,"Sunday, April 05, 2026 16:08:42",0.5064102564102564,True
78,47639727,"When legal sports betting surges, so do Americans' financial problems",sports,198,131,pseudolus,"Sunday, April 05, 2026 16:08:42",0.6582914572864321,True
79,47613981,LinkedIn is searching your browser extensions,others,1876,758,digitalWestie,"Sunday, April 05, 2026 16:08:42",0.4038359083644113,True
80,47646241,Applying machine learning to identify unrecognized Covid-19 deaths in the US,others,11,7,Pxtl,"Sunday, April 05, 2026 16:08:42",0.5833333333333334,False
81,47604698,Functional programming accelerates agentic feature development,others,46,21,cyrusradfar,"Sunday, April 05, 2026 16:08:42",0.44680851063829785,False
82,47640875,"LLM Wiki – example of an ""idea file""",technology,202,61,tamnd,"Sunday, April 05, 2026 16:08:42",0.30049261083743845,True
83,47591367,Breaking Enigma with Index of Coincidence on a Commodore 64,others,43,4,saganus,"Sunday, April 05, 2026 16:08:42",0.09090909090909091,False
84,47641788,Iranian missile blitz takes down AWS data centers in Bahrain and Dubai,technology,167,144,lschueller,"Sunday, April 05, 2026 16:08:42",0.8571428571428571,False
85,47604887,Electrical transformer manufacturing is throttling the electrified future,others,89,79,toomuchtodo,"Sunday, April 05, 2026 16:08:42",0.8777777777777778,False
86,47627419,The Axios supply chain attack used individually targeted social engineering,technology,46,11,cmitsakis,"Sunday, April 05, 2026 16:08:42",0.23404255319148937,False
87,47624440,A CSS Engine in OCaml,others,26,0,p4bl0,"Sunday, April 05, 2026 16:08:42",0.0,False
88,47615002,Qwen3.6-Plus: Towards real world agents,worldnews,586,207,pretext,"Sunday, April 05, 2026 16:08:42",0.3526405451448041,True
89,47643347,OpenRouter Raises $120M at a $1.3B Valuation,technology,9,7,ryanatallah,"Sunday, April 05, 2026 16:08:42",0.7,False
90,47644864,"AWS engineer reports PostgreSQL perf halved by Linux 7.0, fix may not be easy",others,298,90,crcastle,"Sunday, April 05, 2026 16:08:42",0.3010033444816054,True
91,47621518,Tor Alva: The Tallest 3D-Printed Building in the World,others,44,14,sohkamyung,"Sunday, April 05, 2026 16:08:42",0.3111111111111111,False
92,47633157,Fake Fans,others,152,60,performative,"Sunday, April 05, 2026 16:08:42",0.39215686274509803,False
93,47636600,"Apple at 50, blind people and our allies shaping Apple accessibility innovation",technology,8,2,sholladay,"Sunday, April 05, 2026 16:08:42",0.2222222222222222,False
